"nest_site","nest_area","site_name","intact_at_last_obs","year_last_monitored","year_last_intact","year_last_occupancy","year_first_monitored","comments","landscape","county","state","ifw_region","nest_evaluation_date","nest_tree_prominence","nest_comments","long_utm","lat_utm","long","lat"
"427B","427","Inner Double Head Shot Island","No",2013,1985,1985,1982,"","coastal","Washington","ME","C","","dominant","",637680,4940940,-67.2649062655177,44.6086311660673
"428A","428","Bar Island","Yes",2013,2013,2013,2004,"","coastal","Washington","ME","C","","dominant","",620312.067,4937476.554,-67.4845119400129,44.5805773721417
"429A","429","Garden Point","No",2013,2005,2005,2004,"","coastal","Hancock","ME","C","","dominant","",542952.876,4892394.563,-68.4625961970386,44.1835005153761
"429B","429","Orono Island","No",2013,2008,2006,2006,"","coastal","Hancock","ME","C","","dominant","Supporting limbs beneath the nest arc upward and create a partial canopy.",543151.314,4892713.651,-68.4600873342219,44.1863615003153
"429C","429","Orono Island","No",2013,2007,2010,2007,"","coastal","Hancock","ME","C","","dominant","",543057.651,4892648.563,-68.461264538766,44.1857810574389
"429D","429","Mackerel Cove shoreline","No",2013,2009,2009,2009,"","coastal","Hancock","ME","C","","dominant","",543999.57,4891861.426,-68.449545765119,44.1786384331144
"429E","429","Garden Island","Yes",2013,2013,2013,2011,"","coastal","Hancock","ME","C","","dominant","",543148.018883,4892382.56443,-68.4601557648976,44.1833809833779
"430A","430","Eagle Island","No",2013,2008,2008,2004,"","coastal","Hancock","ME","C","","dominant","",543192.708,4895544.412,-68.4593364300899,44.211843807848
"430B","430","Eagle Island","No",2013,2009,2010,2004,"","coastal","Hancock","ME","C","","dominant","",543199.133,4895520.714,-68.4592579610427,44.2116300794799
"430C","430","Pond Island","No",2013,1991,1987,1986,"","coastal","Hancock","ME","C","","dominant","",542114.517245,4896488.92495,-68.4727562102387,44.2204101316563
"430C","430","Pond Island","No",2013,1991,1987,1986,"","coastal","Hancock","ME","C","","dominant","",543204.735645,4895456.73232,-68.4591931046195,44.2110537349243
"430D","430","Eagle Island","Yes",2013,2013,2013,2011,"","coastal","Hancock","ME","C","","dominant","",543204.735645,4895456.73232,-68.4591931046195,44.2110537349243
"431A","431","Birch Point Road vicinity","Yes",2013,2013,2011,2004,"","coastal","Lincoln","ME","B","","dominant","",446111.466916,4870678.7472,-69.6719996169073,43.9872728662948
"432A","432","Stage Island","No",2013,2012,2012,2004,"","coastal","Sagadahoc","ME","B","","dominant","",438389.158,4844162.849,-69.7652298963647,43.7479456707906
"432B","432","Stage Island","Yes",2013,2013,2013,2008,"","coastal","Sagadahoc","ME","B","","dominant","",438462.158,4844244.279,-69.7643326178787,43.7486848601419
"433A","433","","No",2013,2005,2005,2004,"","interior","Somerset","ME","D","","co-dominant","",416919.598,4979503.236,-70.0534575676009,44.9641098895395
"433B","433","","Yes",2013,2013,2013,2007,"","interior","Somerset","ME","D","","dominant","",415787.063,4979207.754,-70.0677662685012,44.9613170685982
"434A","434","","No",2013,2004,2004,2004,"","interior","Piscataquis","ME","E","","","",460965.058687,5037559.84335,-69.4995516236614,45.4904766462957
"434B","434","","No",2013,2006,2006,2004,"","interior","Piscataquis","ME","E","","","",462084.499,5037414.924,-69.4852148546225,45.4892340040297
"434C","434","","Yes",2013,2013,2013,2007,"","interior","Piscataquis","ME","E","","dominant","",461070.756,5037837.839,-69.4982210702534,45.4929847391541
"435A","435","","Yes",2013,2013,2013,2004,"","coastal","Washington","ME","C","","dominant","",592764.32846,4935364.09007,-67.8318099830004,44.5656407782642
"436A","436","Long Pond shoreline","Yes",2013,2013,2013,2004,"","interior","Somerset","ME","E","","dominant","",408952.06,5054622.84,-70.1682702524673,45.6391796452214
"437A","437","","Yes",2013,2013,2013,2004,"","interior","Hancock","ME","C","","","",565884.251,4967431.072,-68.1661358589829,44.8572501315758
"438A","438","","No",2013,2007,2004,2004,"","interior","Penobscot","ME","G","","","",538490.089077,5130548.86546,-68.499961611107,46.3274221110921
"439A","439","","Yes",2013,2013,2009,2004,"","interior","Piscataquis","ME","F","","","",499224.783,5063724.306,-69.0099626741644,45.7270738985607
"440A","440","","No",2013,2007,2004,2004,"","interior","Penobscot","ME","F","","","",503754.297,5054963.197,-68.9518195394379,45.6482068442079
"440B","440","","Yes",2013,2013,2013,2013,"","interior","Penobscot","ME","F","","dominant","",503865.7722,5058016.944,-68.9503646499571,45.675692630011
"441A","441","","Yes",2014,2014,2014,2004,"","interior","Piscataquis","ME","E","","","",462269.681,5111000.936,-69.4886042180014,46.1515405803602
"442A","442","","Yes",2013,2013,2011,2004,"","interior","Washington","ME","C","","dominant","",637238.067,4961895.011,-67.2648482672949,44.7972745937751
"443A","443","Sevenmile Island","No",2014,2010,2007,2004,"","interior","Kennebec","ME","B","","dominant","",442054.948,4914746.109,-69.7274439455666,44.3836803625593
"443B","443","Sevenmile Island","No",2014,2011,2011,2008,"","interior","Kennebec","ME","B","","dominant","",442057.902,4914703.449,-69.7274021083252,44.3832965658861
"443C","443","","Yes",2014,2014,2013,2013,"","interior","Kennebec","ME","B","","dominant","",442017.3297,4915562.7188,-69.7280072841471,44.3910286134297
"444A","444","","Yes",2013,2013,2013,2004,"","interior","Somerset","ME","E","","dominant","",398900.319,5052518.941,-70.2967795231231,45.6188558467667
"445A","445","Bear Island","Yes",2013,2013,2013,2004,"","coastal","Hancock","ME","C","","dominant","",558467.529,4903647.218,-68.2672426651948,44.2837234892728
"446A","446","","Yes",2013,2013,2011,2004,"","interior","Washington","ME","F","","supercanopy","",593821.578248,5030835.62514,-67.8007068899773,45.4247465924731
"446B","446","","Yes",2013,2013,2013,2013,"","interior","Washington","ME","F","","dominant","",596214.5373,5028872.4617,-67.7705089065737,45.4067544761312
"447A","447","","Yes",2013,2013,2013,1994,"","interior","Aroostook","ME","G","","","",544920.37138,5212786.60356,-68.4083999105515,47.0670646715594
"448A","448","","Yes",2013,2013,2013,2004,"","interior","Penobscot","ME","F","","","",543272.12232,5031697.25014,-68.4467416639589,45.4374587748951
"449A","449","","Yes",2013,2013,2013,2004,"","interior","Aroostook","ME","F","","","",553686.58,5081660.861,-68.3080782873843,45.8864201291463
"450A","450","Cut Lake shoreline","Yes",2013,2013,2013,2004,"","interior","Penobscot","ME","G","","","",536491.243,5125532.329,-68.5263179593271,46.2823861273764
"451B","451","","No",2013,2009,2011,2006,"","coastal","Cumberland","ME","A","","","",425497.064,4862547.866,-69.9278965585132,43.9122744966364
"452A","452","","Yes",2013,2013,2013,2004,"","interior","Washington","ME","C","","","",597243,4956956,-67.7713238169397,44.7593857577889
"453A","453","","No",2013,2008,2008,2004,"","interior","Cumberland","ME","A","","","",360609.07167,4867454.767,-70.7370474584249,43.9470168820711
"453B","453","","Yes",2013,2013,2013,2009,"","interior","Cumberland","ME","A","","","",360548.970304,4867555.5321,-70.7378225108368,43.9479123259706
"454A","454","","Yes",2014,2014,2014,2004,"","interior","Androscoggin","ME","A","","dominant","",390304.107737,4877520.52017,-70.3691973678942,44.0426440599577
"455A","455","","Yes",2014,2014,2014,2004,"","interior","Aroostook","ME","G","","","",580426.985149,5172331.92745,-67.9479824505323,46.6997071798636
"456A","456","Phillips Lake islet","Yes",2014,2014,2007,2005,"","interior","Hancock","ME","C","","","",531940.187,4948415.741,-68.5969251018313,44.6884017332756
"456B","456","","Yes",2014,2014,2014,2008,"","interior","Hancock","ME","C","","","",531679.091,4948332.296,-68.6002251362119,44.6876621257023
"457A","457","Penobscot River shoreline","Yes",2013,2013,2010,2005,"","interior","Penobscot","ME","B","","","",525798.46756,4967927.9531,-68.6734417319935,44.864300540293
"457B","457","Penobscot River upland","Yes",2014,2014,2014,2011,"","interior","Penobscot","ME","B","","dominant","Split leader",525343.77646,4967564.09062,-68.6792153333355,44.8610413611339
"458A","458","Jordan River shoreline","Yes",2014,2014,2014,2005,"","coastal","Hancock","ME","C","","dominant","",550999.950765,4924844.0763,-68.3587460838259,44.4751069315682
"459A","459","Stoney Island","No",2014,2006,2006,2005,"","coastal","Sagadahoc","ME","A","","dominant","",430757.991,4867556.345,-69.8630338882848,43.9578770112051
"459B","459","","No",2013,1963,NA,1963,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Sagadahoc","ME","A","","dominant","",430784,4867560,-69.8627102240195,43.957912363399
"459C","459","Stoney Island","Yes",2014,2014,2008,2007,"","coastal","Sagadahoc","ME","A","","dominant","",430792.635,4867604.538,-69.8626084102473,43.9583141316306
"459D","459","Stoney Island","Yes",2014,2014,2014,2009,"","coastal","Sagadahoc","ME","A","","dominant","",430793.37,4867584.604,-69.8625966537703,43.9581347438794
"460A","460","","Yes",2013,2013,2013,2005,"","interior","Penobscot","ME","F","","dominant","",529564.81256,4998727.12282,-68.6239587644167,45.14140006429
"461A","461","Millinocket Lake islet","Yes",2013,2013,2013,2005,"","interior","Penobscot","ME","F","","dominant","",514902.979956,5066218.43413,-68.8083986496115,45.7493627247972
"462A","462","","Yes",2013,2013,2013,2005,"","interior","Penobscot","ME","F","","dominant","",521112.377,5039853.66,-68.7297108610493,45.5118961563961
"463A","463","Pine Point","Yes",2014,2014,2014,2005,"","interior","Penobscot","ME","F","","supercanopy","",533713.281993,4980102.02436,-68.5724461178465,44.9735587483518
"464A","464","Penobscot River shoreline","No",2013,2011,2012,2005,"","coastal","Penobscot","ME","B","","supercanopy","",516512.971183,4957119.97904,-68.7913281861885,44.7672810426503
"464B","464","Penobscot River shoreline","Yes",2013,2013,2013,2013,"","coastal","Penobscot","ME","B","","dominant","",516546.8783,4957111.0636,-68.7908999996931,44.7672000000707
"465A","465","Clary Lake shoreline","Yes",2013,2013,2009,2005,"","interior","Lincoln","ME","B","","dominant","",454502.345872,4896874.83366,-69.5696297561074,44.2236810311471
"465B","465","Clary Lake shoreline","Yes",2013,2013,2012,2010,"","interior","Lincoln","ME","B","","dominant","",453917.425325,4896721.58755,-69.5769391097511,44.2222646524516
"466A","466","Androscoggin River shoreline","Yes",2013,2013,2013,2005,"","interior","Oxford","ME","D","","dominant","",395508.771618,4924845.27819,-70.3137021773707,44.4693623613206
"466B","466","Androscoggin River shoreline","Yes",2013,2013,2012,2006,"","interior","Oxford","ME","D","","dominant","",395400.123109,4925023.36446,-70.3151037866601,44.4709494896337
"467A","467","","Yes",2013,2013,2013,2005,"","interior","Hancock","ME","F","","supercanopy","",565079.046,4997623.759,-68.1724235874567,45.1290885108422
"468A","468","Upper Pond shoreline","Yes",2013,2013,2013,2005,"","interior","Penobscot","ME","F","","dominant","",545999.471,5018118.159,-68.4131384218749,45.3150610908563
"469A","469","Roque Island","No",2013,2009,2007,2005,"","coastal","Washington","ME","C","","dominant","Nest tree died and overall condition deteriorated notably during the years of eagle nesting activity.",616425.907377,4935962.11251,-67.5337895488558,44.5675869097589
"470A","470","Mark Island","No",2013,2006,2006,2005,"","coastal","Hancock","ME","C","","dominant","",523914.396709,4886874.1474,-68.701042206142,44.1346716570037
"470B","470","Scraggy Island","Yes",2013,2013,2013,2007,"","coastal","Hancock","ME","C","","dominant","",523451.192,4885862.302,-68.7068777870527,44.1255768306184
"471A","471","Clam Cove shoreline","No",2013,2006,2006,2005,"","coastal","Knox","ME","B","","dominant","",515489.714,4876155.512,-68.8066743508647,44.0383953883648
"471B","471","Narrows Island","No",2013,2009,2007,2007,"","coastal","Knox","ME","B","","dominant","",516315.425,4877322.538,-68.796332798494,44.0488846694392
"471C","471","Narrows Island","Yes",2013,2013,2013,2008,"","coastal","Knox","ME","B","","dominant","",516376.894,4877468.418,-68.7955609614842,44.0501967112817
"472A","472","High Island","No",2013,2009,2009,2005,"","coastal","Knox","ME","B","","dominant","",495388.368,4873336.884,-69.0575329386838,44.013167028872
"472B","472","High Island","Yes",2013,2013,2013,2010,"","coastal","Knox","ME","B","","dominant","",495257.275656,4873311.49217,-69.0591681679585,44.0129375787371
"473A","473","Compass Island","Yes",2014,2014,2014,2005,"","coastal","Hancock","ME","C","","dominant","",510842.821756,4895653.60152,-68.864270201608,44.2140256538062
"473B","473","Little Spruce Head Island","Yes",2014,2014,2013,2007,"","coastal","Hancock","ME","C","","dominant","",511908.068,4897878.324,-68.8508850042105,44.2340384864955
"474A","474","","No",2013,2009,2005,2005,"","coastal","Lincoln","ME","B","","supercanopy","",470368.843651,4877928.03148,-69.3699201762286,44.0539188714961
"475A","475","","No",2013,2005,2005,2005,"","coastal","Washington","ME","C","","dominant","",587235.595,4935556.099,-67.9013881638654,44.5680599035028
"475B","475","","No",2013,2009,2008,2007,"","coastal","Washington","ME","C","","dominant","",587152.927,4935743.615,-67.9023973175713,44.569757735335
"475C","475","","Yes",2013,2013,2013,2010,"","coastal","Washington","ME","C","","dominant","",587455.587246,4935349.77926,-67.89865322115,44.5661761494817
"476A","476","Kittery Island","Yes",2013,2013,2013,2005,"","interior","Washington","ME","F","","dominant","",582464.062,5051349.796,-67.9424068640001,45.6107974034339
"477A","477","","No",2013,2005,2013,2005,"","interior","Aroostook","ME","F","","dominant","",564497.358743,5073604.08409,-68.1698401666676,45.8129835277522
"478A","478","Campbell Island","No",2013,1994,1994,1994,"","coastal","Hancock","ME","C","","dominant","",531357.599206,4896685.51152,-68.6074097346299,44.222722148931
"478B","478","Campbell Island","No",2013,2009,2006,2004,"","coastal","Hancock","ME","C","","co-dominant","",530840.503711,4896848.33996,-68.613873927915,44.2242101500764
"478C","478","Little Goose Island","Yes",2013,2013,2011,2007,"","coastal","Hancock","ME","C","","dominant","",530243.021346,4897012.76748,-68.6213448116807,44.2257155231328
"478D","478","Campbell Island","Yes",2013,2013,2013,2010,"","coastal","Hancock","ME","C","","dominant","",530817.733006,4896899.24409,-68.6141560194606,44.2246694006705
"479A","479","Potato Island","No",2014,2005,2005,2005,"","coastal","Hancock","ME","C","","dominant","Confirmed fallen / broken off and no longer useable.",535294.44732,4894946.89448,-68.5582396660845,44.206889535316
"479B","479","Potato Island","Yes",2014,2014,2014,2013,"","coastal","Hancock","ME","C","","dominant","",535274.7241,4894950.315,-68.558486293006,44.2069212843024
"480A","480","Amesbury Point","No",2013,2005,2005,2005,"","coastal","Knox","ME","B","","dominant","",507510.403,4886666.77,-68.9061136080319,44.1331571519846
"480B","480","Ames Point upland","No",2013,2008,2007,2006,"","coastal","Knox","ME","B","","dominant","",508977.158,4886755.087,-68.8877764557564,44.1339357555101
"480C","480","Cox Cove shoreline","Yes",2013,2013,2013,2008,"","coastal","Knox","ME","B","","dominant","",509365.133,4887087.978,-68.8829204645574,44.1369279981808
"481A","481","Dogfish Island","Yes",2013,2013,2012,2005,"","coastal","Knox","ME","B","","dominant","",507019.487,4881573.324,-68.9123182882609,44.0873040815326
"481B","481","Dogfish Island","Yes",2013,2013,2013,2013,"","coastal","Knox","ME","B","","dominant","",507025.0917,4881599.3405,-68.912247932704,44.0875382637223
"482A","482","","Yes",2013,2013,2013,2005,"","interior","Somerset","ME","E","","supercanopy","",398699.666399,5027201.63344,-70.2941210686634,45.3910007376449
"483A","483","","No",2013,2009,2009,2005,"","interior","Franklin","ME","D","","dominant","",387321.539374,5004011.61131,-70.4341650276441,45.180582912829
"483B","483","","No",2013,2011,2011,2010,"","interior","Franklin","ME","D","","dominant","",387366.818952,5004059.72846,-70.4335997612588,45.1810231449888
"483C","483","","Yes",2013,2013,2013,2012,"","interior","Somerset","ME","D","","dominant","",388330.782738,5004669.65687,-70.4214708055575,45.1866651388803
"484A","484","","Yes",2013,2013,2013,2005,"","interior","Piscataquis","ME","D","","dominant","",460203.703,5127931.854,-69.5167853538792,46.3037949074326
"485A","485","Parker Island","Yes",2013,2013,2009,1997,"","coastal","Washington","ME","C","","dominant","",649259.542546,4968790.98784,-67.1109092465413,44.8569099501838
"485C","485","Parker Island","Yes",2013,2013,2013,2010,"","coastal","Washington","ME","C","","dominant","",649335.000456,4968785.76365,-67.1099562772391,44.8568471485505
"486A","486","","No",2013,2006,2008,2005,"","interior","Oxford","ME","D","","supercanopy","",343588.315747,4995425.78503,-70.9878229183479,45.0949987230045
"486B","486","","Yes",2013,2013,2013,2010,"","interior","Oxford","ME","D","","dominant","",343539.970163,4995782.55766,-70.9885484079015,45.0981976788532
"487A","487","","No",2013,2007,2008,2005,"","interior","Penobscot","ME","F","","dominant","",516861.487,5123704.13,-68.7811885275761,46.2667043215975
"487B","487","","No",2013,2010,2010,2010,"","interior","Penobscot","ME","F","","dominant","",516726.963783,5124856.71348,-68.7828932668401,46.2770807273306
"487C","487","","Yes",2013,2013,2013,2012,"","interior","Penobscot","ME","F","","dominant","",517023.771232,5125763.68555,-68.779008083327,46.2852359444131
"488A","488","Treasure Island","Yes",2013,2013,2013,2005,"","interior","York","ME","A","","dominant","",348174.907688,4824581.30771,-70.8797989104226,43.5587378876945
"488B","488","Treasure Island","No",2013,2010,2010,2008,"","interior","York","ME","A","","dominant","",348117.618573,4824378.0063,-70.8804509329846,43.5568966444524
"489A","489","","No",2013,2005,2007,2005,"","interior","Piscataquis","ME","E","","dominant","",474482.187,5114707.639,-69.3306565143224,46.1854672105446
"490A","490","Green Island","No",2013,2007,2007,2005,"","coastal","Washington","ME","C","","dominant","",615057.111,4926332.08,-67.5531691916031,44.481138506741
"490B","490","Green Island","Yes",2013,2013,2013,2008,"","coastal","Washington","ME","C","","dominant","",615042.887472,4926340.99671,-67.553346010747,44.4812210212819
"491A","491","","No",2014,2008,2008,2006,"","interior","Kennebec","ME","B","","dominant","",449164.38877,4931166.81086,-69.6398099651354,44.5320367259314
"491B","491","","No",2014,2009,2009,2009,"","interior","Kennebec","ME","B","","dominant","",449078.908981,4931127.78773,-69.6408818823238,44.531679404124
"491C","491","","Yes",2014,2014,2014,2010,"","interior","Kennebec","ME","B","","dominant","",448143.058636,4930358.12472,-69.6525821709307,44.5246841328786
"491D","491","","Yes",2013,2013,NA,2013,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Kennebec","ME","B","","dominant","",447651.6883,4929814.2397,-69.6587101333696,44.5197525356618
"492A","492","","Yes",2013,2013,2013,2006,"","interior","Washington","ME","C","","supercanopy","",612736.479,5014637.464,-67.562688431791,45.2761928547888
"493A","493","","Yes",2013,2013,2013,2006,"","coastal","Washington","ME","C","","dominant","",643864.184,5002235.025,-67.1695982881988,45.1589261527064
"493B","493","","Yes",2013,NA,NA,NA,"This nest is on the New Brunswick side of the Saint Croix River border with Maine.","coastal","Charlotte","NB","","","supercanopy","",641859.314362,5003351.75763,-67.1947763058903,45.1693795061102
"493C","493","","No",2013,1985,1985,1982,"","coastal","Washington","ME","C","","dominant","",642577.724663,5001713.82525,-67.1861066326601,45.1544979383677
"494A","494","Read Island","Yes",2014,2014,2014,2006,"","coastal","Sagadahoc","ME","B","","","",436134.394043,4862417.61666,-69.7954120211338,43.9121008204634
"494B","494","Barley Neck shoreline","No",2013,1976,NA,1974,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Sagadahoc","ME","B","6/9/1977","dominant","",436841,4862070,-69.7865712267364,43.9090322116239
"494C","494","Barley Neck shoreline","No",2013,1975,NA,1974,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Sagadahoc","ME","B","","dominant","",436922,4861960,-69.7855495353358,43.9080488416681
"495A","495","","Yes",2013,2013,2013,2006,"","interior","Washington","ME","C","","dominant","",611459.825,4992489.658,-67.583909345187,45.0770909646741
"496A","496","","Yes",2013,2013,2011,1998,"","coastal","Washington","ME","C","","supercanopy","",642099.790647,4974944.34605,-67.1997536951669,44.9137385158778
"496B","496","","No",2013,2009,NA,2006,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","coastal","Washington","ME","C","","dominant","",643125.722334,4975218.20019,-67.1866852549446,44.9159969461219
"496C","496","","Yes",2013,2013,2013,2013,"","coastal","Washington","ME","C","","dominant","",642150.3941,4974980.2159,-67.1991028392329,44.9140511530482
"497A","497","Little Whaleboat Island","No",2013,2011,2006,2006,"only ospr since 07","coastal","Cumberland","ME","A","","dominant","",414922.891,4846432.205,-70.057007207945,43.7660525006978
"497B","497","Little Whaleboat Island","No",2013,2010,2010,2007,"","coastal","Cumberland","ME","A","","dominant","",415070.16,4846228.482,-70.0551455886326,43.7642354199231
"497C","497","Little Whaleboat Island","Yes",2013,2013,2013,2012,"","coastal","Cumberland","ME","A","","dominant","",415064.076199,4846271.88115,-70.0552280277822,43.7646254166284
"498A","498","Nicatou Island","Yes",2013,2013,2008,2006,"","interior","Penobscot","ME","F","","dominant","",536321.260508,5050346.1183,-68.5342260942209,45.6057094603449
"498B","498","Nicatou Island","No",2013,2012,2012,2009,"","interior","Penobscot","ME","F","","dominant","",536452.731303,5050255.95449,-68.5325469455283,45.6048910395384
"498C","498","Nicatou Island","Yes",2013,2013,2013,2013,"","interior","Penobscot","ME","F","","dominant","",535971.7237,5050439.0332,-68.5387014567793,45.6065639443044
"499A","499","Tenpound Island","No",2013,2011,2010,2006,"","coastal","Knox","ME","B","","dominant","",480969.437,4870534.072,-69.2373163924281,43.9876999281479
"499B","499","Tenpound Island","Yes",2013,2013,2013,2011,"","coastal","Knox","ME","B","","dominant","",480960.288148,4870576.89168,-69.2374320169562,43.9880852160528
"500A","500","","No",2013,2009,2009,2006,"","coastal","Hancock","ME","C","","dominant","",514984.690673,4936997.02566,-68.8112297777792,44.586160027781
"500B","500","","Yes",2013,2013,2010,2010,"","coastal","Hancock","ME","C","","dominant","",515102.206677,4936887.04126,-68.8097526029463,44.5851674331612
"500C","500","","Yes",2014,2014,2013,2012,"","coastal","Hancock","ME","C","","dominant","",514982.601268,4936948.93251,-68.8112575000001,44.5857271110827
"501A","501","Ragged Island","No",2013,2007,2006,2006,"","coastal","Knox","ME","B","","dominant","",508682.290021,4852654.34592,-68.8920204815257,43.826912453774
"501B","501","Ragged Island","No",2013,2008,2008,2008,"","coastal","Knox","ME","B","","dominant","",508698.165904,4852944.55867,-68.8918183181436,43.8295252745919
"501C","501","Ragged Island","Yes",2013,2013,2013,2010,"","coastal","Knox","ME","B","","dominant","",508760.363072,4852144.30269,-68.8910578595532,43.8223192198502
"502A","502","Sally Island","No",2013,2007,2007,1985,"","coastal","Washington","ME","C","","dominant","",586505.972633,4923211.48841,-67.9126433777638,44.4570331896396
"502B","502","Sally Island","Yes",2013,2013,2013,2008,"","coastal","Washington","ME","C","","dominant","",586468.737,4923214.081,-67.9131109028392,44.4570609804351
"503A","503","","Yes",2013,2013,2013,2006,"","interior","Hancock","ME","C","","dominant","",574969.449378,4940513.41504,-68.0551179363994,44.614063808079
"504A","504","Eastern Ear","No",2013,2010,2007,2006,"","coastal","Knox","ME","C","","dominant","",531770.458651,4873521.10118,-68.6036375829897,44.0141526306998
"504B","504","Eastern Head","No",2013,1989,1986,1986,"","coastal","Knox","ME","C","","dominant","",531169.411548,4873822.9352,-68.6111182047109,44.0168958917536
"504C","504","Eastern Ear","No",2013,2012,2010,2008,"","coastal","Knox","ME","C","","dominant","",531747.893,4873492.962,-68.6039207874882,44.0139002622381
"504D","504","Eastern Ear","Yes",2013,2013,2013,2012,"","coastal","Knox","ME","C","","dominant","",531438.8664,4873489.6321,-68.6077762380945,44.0138835813901
"505A","505","East Sister Island","No",2013,1977,1974,1972,"","coastal","Hancock","ME","C","8/11/1978","dominant","",550353.795507,4888142.57632,-68.3704121901025,44.1447480364081
"505B","505","East Sister Island","No",2013,1982,1982,1975,"","coastal","Hancock","ME","C","8/11/1978","dominant","",550382.428905,4888078.59066,-68.3700603260351,44.144170016944
"505C","505","West Sister Island","No",2013,2011,2011,2005,"","coastal","Hancock","ME","C","","dominant","",549659.019182,4887951.70389,-68.3791166780197,44.1430772002702
"505D","505","West Sister Island","Yes",2013,2013,2013,2013,"","coastal","Hancock","ME","C","","dominant","",549665.9486,4887900.3108,-68.3790348950337,44.1426140500523
"506A","506","Harbor Point","Yes",2013,2013,2011,2006,"","coastal","Hancock","ME","C","","dominant","",572625.855208,4915386.23557,-68.088184203903,44.3881202749855
"507A","507","","No",2013,2011,2011,2006,"","coastal","Washington","ME","C","","dominant","",639625.042102,4972599.88187,-67.2317379175991,44.8931333666843
"507B","507","","Yes",2013,2013,2013,2013,"","coastal","Washington","ME","C","","dominant","",639408.2965,4972727.3894,-67.2344464437596,44.8943231163784
"508A","508","Hen Island","No",2013,2008,2008,2006,"","coastal","Hancock","ME","C","","dominant","",542064.260944,4890998.75944,-68.4738253731033,44.1709860645221
"508B","508","Hen Island","Yes",2013,2013,2013,2009,"","coastal","Hancock","ME","C","","dominant","",542046.899804,4890982.48938,-68.4740438333262,44.1708405874555
"509A","509","","No",2013,2007,2007,2006,"","interior","Somerset","ME","D","","dominant","",429661.987385,4989951.69765,-69.893366732032,45.0595305907895
"509B","509","","No",2013,2010,2010,2008,"","interior","Somerset","ME","D","","dominant","",429748.820563,4990142.99203,-69.892290775877,45.0612610027304
"509C","509","","Yes",2013,2013,2013,2012,"","interior","Somerset","ME","D","","dominant","",429680.0743,4990261.5143,-69.8931804571573,45.0623209650476
"510A","510","","Yes",2014,2014,2014,2006,"","interior","Androscoggin","ME","A","","dominant","",403889.718539,4879490.9942,-70.2000226576878,44.0622873115809
"510B","510","","No",2013,2009,NA,2009,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Androscoggin","ME","A","","dominant","",403782.789008,4878874.63588,-70.2012452840066,44.0567251738598
"511A","511","","No",2013,2008,2007,2006,"","interior","Hancock","ME","C","","dominant","",555255.737,4947756.333,-68.3027787057836,44.6810485115122
"511B","511","","Yes",2013,2013,2013,2013,"","interior","Hancock","ME","C","","dominant","",557326.239,4946493.8268,-68.2767963569799,44.6695213057298
"512A","512","","Yes",2014,2014,2014,2006,"","interior","Kennebec","ME","B","","dominant","",453283.726711,4933001.926,-69.5881336771531,44.5488354168266
"512B","512","","No",2014,2012,2012,2010,"","interior","Kennebec","ME","B","","dominant","",453309.39944,4932987.65196,-69.5878091944416,44.5487085833591
"513A","513","Douglas Pond shoreline","No",2013,2010,NA,2006,"No documented occupancy by eagles during surveys conducted through 2013 at this nest.","interior","Somerset","ME","B","","dominant","",469142.238343,4962454.73251,-69.3902649541849,44.8148296925326
"513B","513","","Yes",2013,2013,2013,2006,"","interior","Somerset","ME","B","","dominant","",469050.942008,4962800.18433,-69.3914406106295,44.8179355009109
"514A","514","","Yes",2014,2014,2014,2006,"","interior","Somerset","ME","D","","dominant","",431133,4965998,-69.8714164949843,44.8440690140048
"515A","515","Dingley Pond island","Yes",2013,2013,2013,2006,"","interior","Somerset","ME","E","","dominant","",404287.268,5089077.792,-70.2349425196129,45.9485978698023
"516A","516","","No",2013,2007,2007,2006,"","interior","Piscataquis","ME","E","","supercanopy","Nest tree leader is dead above nest level.",475353.566114,5090410.47162,-69.3181064722271,45.9668227499656
"517A","517","","Yes",2013,2013,2013,2006,"","interior","Washington","ME","C","","supercanopy","",635785.415288,4987348.29598,-67.2763722889027,45.0265808414956
"518A","518","","Yes",2013,2013,2009,2006,"","interior","Aroostook","ME","G","","dominant","",574109.152615,5166510.67485,-68.0315459169395,46.6480574844622
"518B","518","","Yes",2013,2013,2013,2010,"","interior","Aroostook","ME","G","","dominant","",574127.103128,5167696.08351,-68.0311208888872,46.6587218333454
"519A","519","","Yes",2014,2013,2009,2006,"","interior","Franklin","ME","D","","dominant","",385261.926966,4949126.83784,-70.4479043598637,44.6863356132271
"519B","519","","Yes",2014,2014,2014,2013,"","interior","Franklin","ME","D","","dominant","",384346.5661,4952304.721,-70.4601705696876,44.7147878819849
"520A","520","Boot Head","Yes",2013,2013,2013,2006,"","coastal","Washington","ME","C","","dominant","",656514.985,4959416.626,-67.0220210801283,44.771014785295
"521A","521","","No",2013,2006,2006,2006,"","interior","Hancock","ME","C","","dominant","",526488.207873,4934493.68042,-68.6664445400008,44.5632923444423
